#[Succeeded /Failed / Skipped / Total] 53 /42 / 5 / 100
#Total time: 61.92892122268677 seconds for 100 samples
original,perturbed,True,Pred_original,Pred_perturbed,success,time,n_positions
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertaiո what 's going to make people laugh , runs the gamut from s𝚝ale parody to raunchy sex pleasantries to formula romantic comedy . ",0,0,1,True,0.6357936859130859,-1
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the ac𝚝ion ѕwitches between past and present , but the material link is too tenuo us to anchor the emotionaⅼ connections that purport to span a 125year divide . ",0,0,0,False,1.1151721477508545,-1
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an оffbeat tr eat that jabs fun at the democratic exercise while besides examining its significance for those who takes part . ,1,1,0,True,0.6714844703674316,-1
"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a ϲookie-cutter movie , a cut-and-pas𝚝e job . ",0,0,1,True,0.3556094169616699,-1
i had to look away - this was god awful . ,i had to look away - this was jeez horrific . ,0,0,0,False,0.17555022239685059,-1
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","gratitude to jeff 's chari smatic roger and eisenberg 's sԝeet nephew , roger dodger is one of the most conclusive variations on in the company of men . ",1,1,1,False,0.9976184368133545,-1
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... desiɡned to provide a mix of smiles and tears , `` crossroads '' nevertheless provokes a handful of unintentional howlers and numerous yaԝns . ",0,0,1,True,0.6060593128204346,-1
"a gorgeous , witty , seductive movie . ","a gorgeous , wіtty , seductive moive . ",1,1,1,False,0.2607076168060303,-1
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the film succeeds in ins𝚝illing a wary sense of ` there but for the grace of jeez , ' it is fr too seⅼf-conscious to draw you deeply into its world . ",0,0,1,True,0.7291445732116699,-1
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n`t believe in itself , it has no senѕe of humor ... it 's just рlain broed . ",0,0,0,False,0.47689008712768555,-1
a sequence of ridiculous shoot - 'em - up scenes . ,a sequences of ridiϲulous shoot - 'em - up scene . ,0,0,0,False,0.3436248302459717,-1
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the nibble , the preternatural professionalism of the chilly production , and the fascination embedded in the lurid topic proven recoｍmendation enough . ",1,1,0,True,0.8596222400665283,-1
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is sohrt on the thrills the oversize medium demands . ",0,0,1,True,0.309542179107666,-1
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as meticulous as a photоgraph , as visually de×terous as it is at times ima ginatively overwhelming . ",1,1,1,False,0.7845382690429688,-1
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccоli is wamly affectiոg and so is this adⲅoitly minimalist movies . ",1,1,1,False,0.757258415222168,-1
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... tremеndous energy from the cast , a sens of playfulness and excitement that seems aрpropriate . ",1,1,1,False,0.6408967971801758,-1
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illսminating documentary transceոds our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,0,True,0.5101985931396484,-1
the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it nver loseѕ touch with the reality of the grim situation . ,1,1,0,True,0.3996098041534424,-1
holm ... embodies the character with an effortlessly regal charisma . ,holm ... emodies the character with an effortlessly regal seduction . ,1,1,1,False,0.4009106159210205,-1
"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the shiftless people behind the camera as well . ",0,0,1,True,0.22677874565124512,-1
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers petit beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,True,0.23933029174804688,-1
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positively ԁecadent in its cinematic flash and eｍptiness . ,0,0,1,True,0.44268107414245605,-1
a subtle and well-crafted ( for the most part ) chiller . ,a subtle and weⅼl-crafted ( for the most part ) chiller . ,1,1,1,False,0.26955151557922363,-1
has a lot of the virtues of eastwood at his best . ,has a lоt of the ѵirtues of eastwood at his best . ,1,1,1,False,0.25563836097717285,-1
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's հampered by a lifetime-channel kind of plot and a lead actress who is out of her depths . ,0,0,1,True,0.3800666332244873,-1
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels adores an af𝚝er-school special gussied up with some fany special effects , and watching its rtoe plot points connect is about as exciting as longingly at an huevos stopwatch for ৭3 mn . ",0,0,0,False,1.4578166007995605,-1
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a sensitive , extrɑordinarily weⅼl-acted drmaa . ",1,1,1,False,0.9171977043151855,-1
"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very orig inal artist in his medium , and what time is it there ? ",1,1,0,True,0.2582993507385254,-1
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an implicate loоk at the controversial eponymous and fiercely atheistic hero . ,1,1,0,True,0.39102721214294434,-1
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so devоid of any type of intellіgible story that it makes films like xxx and guaranteed daｍage seem like thoughtful treatises ,0,0,0,False,0.9669299125671387,-1
"a tender , heartfelt family drama . ","a tender , heaⲅtfelt familial drama . ",1,1,1,False,0.3063931465148926,-1
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a empties joke tells by a cinematic gymnast having too mucho fun e mbellishing the misantհropic tale to actuaⅼly engage it . ,0,0,0,False,1.0834274291992188,-1
the cold turkey would 've been a far better title . ,the cold turkey gotta 've been a vastly optimum title . ,0,0,1,True,0.3848555088043213,-1
manages to be both repulsively sadistic and mundane . ,ｍanages to be both repuⅼsively sadistic and mundane . ,0,0,0,False,0.40008115768432617,-1
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappoiոtingly seeming -- a movie that has all the elements necessary to be a fascinating , involving character study , but nunca does more than scratch the surface . ",0,0,1,True,0.6690099239349365,-1
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a st ory of two misfits who do nt stand a chances alone , but together they are magnificeոt . ",1,1,0,True,0.5377202033996582,-1
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaef𝚏er has to fid some hook on which to hang his peⲅsistently uselesѕ movies , and it potentially as good be the resuscitation of the middle-aged character . ",0,0,0,False,1.3041837215423584,-1
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive force of this film seems to bսbble up from the vast collective memory of the combatants . ,1,1,0,True,0.25727176666259766,-1
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very many a step in the riɡht orientation , with its bleոd of 𝚏rankness , politeness and compassion . ",1,1,1,False,1.0522263050079346,-1
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's disteոded pace and foot-dragging rhythms follow . ",0,0,1,True,0.2919628620147705,-1
you wonder why enough was n't just a music video rather than a full-length movie . ,you amaze why enough was n't just a music video somewhat than a full-ⅼength movie . ,0,0,1,True,0.5172553062438965,-1
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college հumor , this is your tickets entitled here . ",1,1,0,True,0.3362746238708496,-1
"a fast , funny , highly enjoyable movie . ","a fast , funny , highly enjoyable mоvie . ",1,1,1,False,0.22865080833435059,-1
good old-fashioned slash-and-hack is back ! ,gooԁ old-fashioned slash-and-hack is back ! ,1,1,1,False,0.2045447826385498,-1
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to s𝒌ip , even for horror movie fanatics . ",0,0,1,True,0.22287559509277344,-1
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou jamais really builds up a head of emotional steam . ",0,0,1,True,0.2954292297363281,-1
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitelу nunaced in mood tics and dialogue , this chamber drma is suрerbly acted by the deeply apрealing senior bouquet and the chilling but quite mankind berling . ",1,1,0,True,1.2758469581604004,-1
uses high comedy to evoke surprising poignance . ,usage high comedy to evoke surpris ing poignance . ,1,1,1,False,0.42479801177978516,-1
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , creepiest mоvies to come along in a long , long time , easily riavling blair witch or the others . ",1,1,0,True,0.5858850479125977,-1
a string of rehashed sight gags based in insipid vulgarity . ,a strings of rehashed sight pleasantries based in insipid vulgarity . ,0,0,0,False,0.34636354446411133,-1
among the year 's most intriguing explorations of alientation . ,among the year 's most iոtriguing exploring of alientation . ,1,1,1,False,0.3523125648498535,-1
the movie fails to live up to the sum of its parts . ,the movie faiⅼs to live up to the sum of its parts . ,0,0,1,True,0.19325852394104004,-1
the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a trimph of decorum that gain its moment of pathos . ,1,1,1,False,0.6390771865844727,-1
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is gooԁ enough and will likely be apprеciated most by sailors and folks who know their way around a submarine . ",1,1,0,True,0.46994566917419434,-1
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a train wrеck of an action film -- a stuрefying atempt by the cinematography to forϲe-feed jams bond into the unthinking xxx mold and throw 40 years of cinematic histo ry down the toiⅼet in favor of bright flashes and loud bangs . ,0,0,0,False,1.7380106449127197,-1
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a sloid performance by arliss howard . ,1,1,0,True,0.25391077995300293,-1
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green potentially ԝant to hanɡ оnto that ski mas𝒌 , as robbery perhaps be the only way to paying for his next project . ",0,0,0,False,0.9846451282501221,-1
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one puѕsy-ass world when even killer-thrillers revolve ɑround group therapy sessioոs . ,0,0,1,True,0.4716942310333252,-1
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","notwithstanding it 's become almost redundant to say so , major kuds go to leigh for actually moulding people who look working-class . ",1,1,0,True,0.4943044185638428,-1
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the bands 's courage in the face of official repression is іnspiring , especially for aging hippies ( this one included ) . ",1,1,0,True,0.4249765872955322,-1
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movies acհieves as gret an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,True,0.5607545375823975,-1
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the filmmaking forearm lines when it should pinnacle and is more misesd opportunity and trifle than dark , decadent truffles . ",0,0,0,False,0.8985598087310791,-1
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglоm ... put ( s ) the audience in the privilege position of eavesdropping on his chɑracters ,1,1,0,True,0.4376819133758545,-1
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's dark and ϳolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,0,True,0.2777872085571289,-1
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it hed my interest from start to complete . ",1,1,0,True,0.2996039390563965,-1
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scat𝚝ershot affiar , but when it hits its mark it 's brilⅼiant . ",1,1,1,False,0.3778266906738281,-1
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it іntroduces viewers to a gooԁ charitable enterprise and some іnteresting rael people . ",1,1,0,True,0.7379171848297119,-1
"you wo n't like roger , but you will quickly recognize him . ",,0,1,-1,False,-1.0,-1
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,,1,0,-1,False,-1.0,-1
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byleⲅ reveals his charactrs in a ԝay that intrigues and even fasciantes us , and he neveⲅ reduces the situation to simple melodrama . ",1,1,0,True,1.1482024192810059,-1
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,,0,1,-1,False,-1.0,-1
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's charades that spray cheese and underarm noises played a crucial role . ",0,0,1,True,0.32659053802490234,-1
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potеntial with a smoth ruse of mano . ",1,1,0,True,0.7375807762145996,-1
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie lcaks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,True,0.24443340301513672,-1
why make a documentary about these marginal historical figures ? ,why ma ke a documentary about these marginaⅼ historic figures ? ,0,0,0,False,0.34804749488830566,-1
