#[Succeeded /Failed / Skipped / Total] 95 /0 / 5 / 100
#Total time: 665.2339723110199 seconds for 100 samples
original,perturbed,True,Pred_original,Pred_perturbed,success,time,n_positions
the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are raw and will s‫trike a nerve with anyone who 's ever had family trauma . ,1,1,0,True,3.6681008338928223,1
"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knac⁧k for picking roles that magnify her outrageous charm , and in this lite⁩rate french comedy , she 's as morning-glory exub󠄾erant as she was in amélie . ",1,1,0,True,22.55390477180481,4
... the movie is just a plain old monster . ,... the movie is jus‌t a plain old monst​er . ,0,0,1,True,7.08631443977356,2
"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a b󠆖ad high school production of grease , wit󠀣hout benefit of song . ",0,0,1,True,5.3335044384002686,2
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an unev󠅋en tone that you never know when humor ends and tragedy begins . ",0,0,1,True,1.8848693370819092,1
the iditarod lasts for days - this just felt like it did . ,,0,1,-1,False,-1.0,-1
holden caulfield did it better . ,,0,1,-1,False,-1.0,-1
"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a delec󠄇table and in󠇜triguing thriller filled with surprises , read my lips is an original . ",1,1,0,True,4.151135206222534,3
seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so c⁠lose󠄄ly matched the spirit of a man and his work . ,1,1,0,True,3.8824427127838135,3
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncer️tain what 's going to make people laugh , runs the gamut from stal󠀜e parody to raunchy sex gags to formula romantic comedy . ",0,0,1,True,3.8025832176208496,2
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the action switches between past and present , but the material link is to󠁾o te‌nuous to ancho︋r the emotional connections that purport to span a 125-year divide . ",0,0,1,True,5.767233610153198,3
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat treat that pokes fun at the democratic exercise wh󠄮ile also ex‍amining its significance for those who take part . ,1,1,0,True,4.972844123840332,3
"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cook️ie-cutter movie , a cut-and-pas󠆯te job . ",0,0,1,True,2.583768129348755,2
i had to look away - this was god awful . ,i ha⁨d to look away - this was god aw󠀨ful . ,0,0,1,True,2.1151130199432373,2
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","tha︍nks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is o󠀜ne of t󠀜he mos󠄙t comp‍elling variations on in the comp󠀜any of men . ",1,1,0,True,19.098690509796143,8
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' i󠆒nstead provokes a handful of unintentional howlers and numerous y‌awns . ",0,0,1,True,3.525547504425049,2
"a gorgeous , witty , seductive movie . ","a gorg󠄦eou󠀂s , w󠀮itty , seductive movie . ",1,1,0,True,4.665828227996826,4
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far t‮oo self-conscious to draw you deeply into its world . ",0,0,1,True,1.91542387008667,1
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't believe in itself , it has n󠆥o sense of humor ... it 's just plain bo󠀖red . ",0,0,1,True,4.6801917552948,3
a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of ridi󠅠culous shoot - 'em - up scenes . ,0,0,1,True,1.0863947868347168,1
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the une︎rring professionalism of the chilly production , and the fascination embedded in the lurid topic prove reco󠆏mmendation enough . ",1,1,0,True,3.698129177093506,2
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is s󠁵hort on the thrills the oversize medium demands . ",0,0,1,True,1.8815042972564697,1
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as det󠄜ailed as a photograph , as visually de‮xterous as it is at times imaginatively over‭whelming . ",1,1,0,True,4.907948017120361,3
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is wa️rmly a󠁖ffecting and so is this ad󠀜roitly minimalist movie . ",1,1,0,True,4.562743425369263,3
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... treme󠄾ndous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1,1,0,True,4.618846416473389,3
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this ill⁠uminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,0,True,3.1125144958496094,2
the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it neve‌r loses touch with the reality of the grim situation . ,1,1,0,True,1.396207571029663,1
holm ... embodies the character with an effortlessly regal charisma . ,holm ... emb⁦odies the character with an effo󠄦rtlessly regal charisma . ,1,1,0,True,2.33363676071167,2
"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the la󠅅zy people behind the camera as well . ",0,0,1,True,1.273125171661377,1
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers lit︎tle beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,True,1.2401602268218994,1
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positive󠀾ly decadent in its cinematic flash and e️mptiness . ,0,0,1,True,2.952766180038452,2
a subtle and well-crafted ( for the most part ) chiller . ,a sub​tle and w‮ell-crafted ( for the most part ) chiller . ,1,1,0,True,2.362334966659546,2
has a lot of the virtues of eastwood at his best . ,has a lo‫t of the virtues of eastwood at his best . ,1,1,0,True,1.0705699920654297,1
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's h︀ampered by a lifetime-channel kind of plot and a lead actress who is o​ut of her depth . ,0,0,1,True,3.0098345279693604,2
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels like an aft󠅅er-school special gussied up with some fancy special effects , and watching its r󠁪ote plot points connect is a󠆎bout as exciting as gazing a‫t an egg timer for 93 minutes . ",0,0,1,True,9.342603921890259,4
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily w‮ell-acted drama . ",1,1,0,True,3.3345234394073486,2
"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very or󠄛iginal artist in his medium , and what time is it there ? ",1,1,0,True,1.31880521774292,1
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sad​e is an en⁧gaging look at the controversial eponymous and fiercely atheistic hero . ,1,1,0,True,2.507797956466675,2
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so devo󠁾id of a︎ny kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,True,3.168478012084961,2
"a tender , heartfelt family drama . ","a tende󠀾r , heartfel‏t family drama . ",1,1,0,True,1.962418794631958,2
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a hollow joke told by a cinematic gymnast havi󠁫ng t󠁻oo much fun embellishing the misanthropic tale to actually engage it . ,0,0,1,True,5.0174126625061035,3
the cold turkey would 've been a far better title . ,the co️ld turkey would 've b󠅾een a far bet󠅾ter title . ,0,0,1,True,3.5323522090911865,3
manages to be both repulsively sadistic and mundane . ,manages to be both repul󠅣sively sadistic a︍nd mundane . ,0,0,1,True,2.2624645233154297,2
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's jus‍t disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,1,True,3.9011003971099854,2
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a story of two misfits who do n't stand a chance alone , but together they are magnifice󠄜nt . ",1,1,0,True,1.5018424987792969,1
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer h󠅎as to find some hook on which to hang his persistently useless movies , and it might as we︎ll be the resuscitation of the middle-aged character . ",0,0,1,True,6.040893793106079,3
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,0,True,1.3077349662780762,1
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky to󠀠pic , tadpole is very muc󠆒h a st⁨ep in the righ‫t direction , w‮ith its blend of frankness , civility and compassion . ",1,1,0,True,9.940761089324951,5
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's di︃stended pace and foot-dragging rhythms follow . ",0,0,1,True,1.4706337451934814,1
you wonder why enough was n't just a music video rather than a full-length movie . ,you wonder w️hy enough was n't just a music video rather th󠁾an a ful󠀼l-length movie . ,0,0,1,True,4.396091938018799,3
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticke󠄙t right here . ",1,1,0,True,4.128278970718384,1
"a fast , funny , highly enjoyable movie . ","a fas‍t , funny , highly e‮njoyable movie . ",1,1,0,True,9.628591775894165,3
good old-fashioned slash-and-hack is back ! ,good old-fashioned slash-and-hack is b​ack ! ,1,1,0,True,5.188517332077026,1
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to s︅kip , even for horror movie fanatics . ",0,0,1,True,2.7902307510375977,1
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou nev󠄖er really builds up a head of emotional steam . ",0,0,1,True,6.614129304885864,1
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely n‮uanced in mood tics and dialogue , this chamber drama is sup󠆒erbly acted by the deeply appealing veteran bouquet and the chilling but quit⁧e human berling . ",1,1,0,True,28.217811584472656,5
uses high comedy to evoke surprising poignance . ,uses high comedy to evoke surprising poignance . ,1,1,0,True,12.787848711013794,3
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepies󠄙t , scariest movies to come along in a long , long time , easily r󠄃ivaling blair witch or the others . ",1,1,0,True,10.829439163208008,2
a string of rehashed sight gags based in insipid vulgarity . ,a stri󠆾ng of r󠅣ehashed sight ga️gs based in in󠁺sipid vulga󠀉rity . ,0,0,1,True,24.485982418060303,5
among the year 's most intriguing explorations of alientation . ,among the year 's most in󠄝triguing explo󠄄rations of alientation . ,1,1,0,True,10.297737836837769,2
the movie fails to live up to the sum of its parts . ,the movie fa󠄶ils to live up to the sum of its parts . ,0,0,1,True,6.147376537322998,1
the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a triumph of g󠄄entility that ea‮rns its moments of pathos . ,1,1,0,True,12.814733266830444,3
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , bu󠄟t it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,0,True,11.0135178565979,2
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,t︆his is a train wrec󠆗k of an action film -- a stupefying at‫tempt by the fi󠇝lmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic histo󠆆ry down the toil️et in favor of bright flashes and loud bangs . ,0,0,1,True,42.21805810928345,6
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a s⁧olid performance by arliss howard . ,1,1,0,True,3.0180482864379883,1
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green might want to hang onto that ski m󠁽ask , as robbery may be the on󠆨ly way to p󠆾ay for hi󠁫s next project . ",0,0,1,True,19.688900470733643,4
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's on‍e puss‍y-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,1,True,10.00178861618042,2
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","tho️ugh it 's become almost redundant to say so , major kud󠆆os go to leigh for actually casting people who look working-class . ",1,1,0,True,10.873564958572388,2
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is ins‭piring , especially for aging hippies ( this one included ) . ",1,1,0,True,1.5648198127746582,1
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie achieves as grea󠄙t an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,True,1.4496710300445557,1
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film f󠁼lat lines whe󠆝n it should peak and is more mi󠁠ssed opportunity and trif​le than dark , decadent truffle . ",0,0,1,True,7.1961305141448975,4
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the p⁩rivileged position of eavesdropping on his characters ,1,1,0,True,1.3680791854858398,1
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go a‎way . ,1,1,0,True,1.9339401721954346,1
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but i‍t held my interest from start to finish . ",1,1,0,True,1.299931287765503,1
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , bu󠀙t when it hits its mark it 's bril󠅵liant . ",1,1,0,True,2.873939275741577,2
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , b󠄃ut it introduces viewers to a goo‬d charitable enterprise and some int󠄔eresting real people . ",1,1,0,True,4.573304176330566,3
"you wo n't like roger , but you will quickly recognize him . ",,0,1,-1,False,-1.0,-1
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,,1,0,-1,False,-1.0,-1
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and even fa󠆜scinates us , and he ne󠆆ver reduces the situation to simple melodrama . ",1,1,0,True,5.61172080039978,3
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,,0,1,-1,False,-1.0,-1
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's gue󠅖ssing that spray cheese and underarm noises played a crucial role . ",0,0,1,True,1.7676753997802734,1
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no so︈phomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smo󠇜oth sleight of hand . ",1,1,0,True,3.6284213066101074,2
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie lac󠆾ks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,True,1.76539945602417,1
why make a documentary about these marginal historical figures ? ,why make a documentary about these marginal historical figures ? ,0,0,1,True,0.9566335678100586,1
