#[Succeeded /Failed / Skipped / Total] 32 /9 / 9 / 50
#Total time: 550.7912294864655 seconds for 50 samples
original,perturbed,True,Pred_original,Pred_perturbed,success,time,n_positions
Sky News offices are close to the Bank of England.,Sk︈y︈ News︈︎ ‏offices are close to the Bank o󠁐f England︈.󠁐,1,1,1,False,53.089104413986206,10
The San Diego Padres won the game against the St. Louis Cardinals.,The San Diego Padres 󠅋󠄜won󠅋 the game against﻿⁦ the St. L󠀔ouis Cardinals󠀔.​󠅋,1,1,1,False,23.952738285064697,10
Unocal said it would evaluate the CNOOC offer.,Unocal s󠅋ai‌d​ it would 󠇞​evaluate 󠅣the ‌CNOOC offer.󠅋󠅣,1,1,1,False,27.397192001342773,10
Fallujah and Baqubah are Iraqi cities.,Fallujah and Baqubah are Iraqi citie︃s.,0,0,1,True,2.0057528018951416,1
Chinese engineers working on long-term projects in India can easily obtain visas.,,1,0,-1,False,-1.0,-1
A daily commuter flight crashed in Buffalo.,A‬ daily commuter flight crashed󠄢󠅠 i󠆒n󠄢 ‎‮Buffalo.,1,1,1,False,35.1605658531189,10
"Slovenia has 3,000 inhabitants.","️󠀝Slovenia h‌as‭‭ 3​,000‌ inhabitants.️󠀝‭",1,1,0,True,22.651582717895508,10
13 persons were killed by two students in 1999.,,0,1,-1,False,-1.0,-1
Simon Cowell fell in love with Susan Boyle.,Simon Cowell󠁘󠁙 fell in love︊ with‎ ‫Susan Boyle.󠁘󠁙,1,1,1,False,78.70381283760071,10
"In 2001, the EU introduced a six-month compulsory quarantine for all domestic pets.",,1,0,-1,False,-1.0,-1
50th Anniversary of Normandy Landings lasts a year.,50th Anniversary of No︎rmandy Landings lasts a year.,0,0,1,True,2.044100522994995,1
Qin Shi Huang was the first Chinese Emperor.,Qin Shi Huang was󠁖 the first Chinese Emperor.󠁖,1,1,0,True,5.961334466934204,3
Cyprus was divided into two parts in March 2001.,Cyprus was divided ​into two󠅋 parts ︎in March 2001​.󠅋,1,1,0,True,22.76595664024353,8
"Before Salt Lake City, Winter Olympic Games took place in Nagano.","Before Salt Lake City, Winte󠅅r Olympic Games took place in Nagano.",0,0,1,True,2.850931406021118,1
Shares of Amazon fell 4 percent.,,1,0,-1,False,-1.0,-1
"Before Salt Lake City, Winter Olympic Games took place in Nagano.","Before︆ 󠅋󠆮Salt Lake City, Winter Olympic Games took place ‫in Nagano.︊󠅋︆󠅋",1,1,1,False,27.225708961486816,10
Breast milk may help fight cervical cancer.,Brea󠅓st milk may help fight cervical cancer.,0,0,1,True,4.204266309738159,2
Mr Dean is the Secretary of Health and Human Services.,Mr Dean is the Secretary of Health and Human Service﻿s.,1,1,0,True,2.707092046737671,1
Alice Cooper is a Christian.,Alice Cooper is a Chri︃stian.,0,0,1,True,4.9446024894714355,1
Pibul was the dictator of Thailand.,Pibul was the di⁦ctator of Thailand.,0,0,1,True,1.6877434253692627,1
Neil Armstrong was the first man who landed on the Moon.,Neil Armstrong was the first man who landed on the M︃oon.,0,0,1,True,2.913902759552002,1
KTLK is located in San Francisco.,,1,0,-1,False,-1.0,-1
Russians hold record for longest stay in space.,Russians hold record for longe‫st stay in space.,0,0,1,True,2.024298906326294,1
Marine vegetation is  harvested.,,1,0,-1,False,-1.0,-1
Mike Tyson bit Holyfield's ear in 1964.,,1,0,-1,False,-1.0,-1
"On Sunday, officials argued about whether to seek a delay of the August deadline for completing the document in order to give them more time to hash out such sticky issues.","On Sunday‎, of󠁫󠅙ficials argued about whether to seek a delay of the August deadline for completing the document in order to give them more time to hash out 󠅅such sticky issue󠅙s.‎󠁫󠅅",1,1,1,False,37.940656423568726,10
