#[Succeeded /Failed / Skipped / Total] 19 /8 / 3 / 30
#Total time: 639.9663302898407 seconds for 30 samples
original,perturbed,True,Pred_original,Pred_perturbed,success,time,n_positions
"Brownlee argues, ""Bringing in deterrence at the level of justification detracts from the law’s engagement in a moral dialogue with the offender as a rational person because it focuses attention on the threat of punishment and not the moral reasons to follow this law.""","Brow​nlee ar‌gues, ""Bringing in deterrence at the ​level of justification detracts from the ​law’s engagement ​in a moral dialogue with the offender as a rational person because it f‍ocuses attention​ on the threat of punishment an​d not th‌e moral re​asons to follow this law.""",1,1,1,False,19.81755304336548,10
"The Scotland Act 1998, which was passed by the Parliament of the United Kingdom and given royal assent by Queen Elizabeth II on 19 November 1998, governs the functions and role of the Scottish Parliament and delimits its legislative competence.","The Scotland Ac‍t 1998, which was passed by the Parlia‍ment of the United Kingdom and giv‌en royal assent by ​Queen Elizabeth II on 19 November 1998, gover​ns the functi‌ons and role of the Scottish Parlia‌ment and delimits its legi‍​sla​tive competence.",0,0,1,True,19.307342767715454,10
Hypersensitivity is an immune response that damages the body's own tissues.,Hypersen‍sitivity ‍is an‌ im​mune​ r​es‍ponse that da‌mages the bod‌y's own tissues.,0,0,1,True,20.477351903915405,10
the Polish government-in-exile in London gave orders to the underground Home Army (AK) to try to seize control of Warsaw from the Germans before the Red Army arrived.,the Poli​sh government-in-exile in L​on​don gave orders to the underground Home Army (AK) to try to seize control of Warsa‍w from the G​ermans before t‍h‌e R​ed A‍rmy a‍rrived.,1,1,1,False,11.580471992492676,10
The theater was built in 1939 and is at Olive and Wishon Avenues in the heart of the Tower District.,The theater wa‌s b‌uilt in 1939 and i​‍s at O‍l​ive and ​Wishon Av​enues in the heart ​‌of the Tower District.,1,1,0,True,20.38617730140686,10
"The largest and southern main branch begins as Waal and continues as Boven Merwede (""Upper Merwede""), Beneden Merwede (""Lower Merwede""), Noord River (""North River""), Nieuwe Maas (""New Meuse""), Het Scheur (""the Rip"") and Nieuwe Waterweg (""New Waterway"").","Th​e largest and southern main branch begins as Waal and conti​nues a‌‌s Boven Merwede (""Upper Mer‌wede""), Beneden Merwede (""Lower Merwede""), Noord River (""North‌ River""), Nieuwe Maas ​(""‍New Meuse""), He‌t Sch‍eur (""the Rip"") and Nieuwe Waterweg (""New Waterway"").",0,0,1,True,20.11512851715088,10
"Other institutions for higher education include the Medical University of Warsaw, the largest medical school in Poland and one of the most prestigious, the National Defence University, highest military academic institution in Poland, the Fryderyk Chopin University of Music the oldest and largest music school in Poland, and one of the largest in Europe, the Warsaw School of Economics, the oldest and most renowned economic university in the country, and the Warsaw University of Life Sciences the largest agricultural university founded in 1818.","Other institutions for higher education include the Medica​l University of Warsaw, the largest medi‌cal school in Poland and one of the most prestigious, the National Defence University, highest military acad​emic institution in Poland, the Fryderyk Chopin ​University of Music the oldest and large​st music school in Poland, and one of‌ the largest in Eu‌rope, the War​sa​w School of Econ‌omics, the oldest and most renowned economic university in the country, and the Warsaw University of Life Sciences the largest agricultural university founded in 1818.",0,0,1,True,22.86434316635132,10
"More than 50% of this area is sown for wheat, 33% for barley and 7% for oats.","More than 50​% of​ t‌his ar‌ea is sown ‍for w‌h​eat, 33% for barley and ‌7% f‌o​r oats.",0,0,1,True,25.198994398117065,10
"He lit electric lamps wirelessly at both locations, demonstrating the potential of wireless power transmission.","He li‌t electric l​amps wirelessly at ‌both locati​o‌n‌s, demonstra‌ti​ng the potential o‌f wireless power tran‌smission.",0,0,1,True,25.73204255104065,10
This World's Fair devoted a building to electrical exhibits.,​Thi​s Wor​ld'​s Fair d​evoted ​a bui‌l​ding to electrical e‌xhi‍bits.,1,1,0,True,26.206549406051636,10
"In addition, helper T cell activation causes an upregulation of molecules expressed on the T cell's surface, such as CD40 ligand (also called CD154), which provide extra stimulatory signals typically required to activate antibody-producing B cells.","In addition, helper T cell ac​tivation causes an u​pregulation o‌f m​olecul‌es expres‌sed on the T cell's surf​ace, such as C‍D40 ligan​d (also called CD154), which provide extra stimulatory signals typically required to activate​ antibody-producing B cells.",0,0,0,False,26.69737458229065,10
"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by the Kingdom of Prussia to become the capital of the province of South Prussia.","Warsaw rem​ai‌ned the ca‍pital of th‌e Polish–Lithuanian Commonwealth u​ntil 17​96, when​ it was anne​xed by the Kingdom​ of Prussia to beco‌me the capital of the province of South Prussia.",1,1,1,False,26.210724592208862,10
"It is here that the Rhine encounters some more of its main tributaries, such as the Neckar, the Main and, later, the Moselle, which contributes an average discharge of more than 300 m3/s (11,000 cu ft/s).","It i‍s h​ere that the Rhine encounters som‍e more of its main tributaries, such as the Neckar, the Main and, lat‍er, t​he Mosel‌le, which contributes an average discharge of more than 300 m3‍/s (‍11​,000 cu ‌ft/s).",1,1,0,True,27.202688217163086,10
The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.,The oth​er third of th‍e w​ate​r flo‌ws through the P​annerden​s Ka‍n​aal and redistributes in the IJssel and​ Nederrijn.,0,0,1,True,26.71042227745056,10
"Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach.","Despite the disagreeme‍nts on the Eucharist, the Marburg Colloquy paved the w​ay for the sig​ning in‌ 1530 of the Au‌gsburg Confe‌ssion, and for the formation of the Schmalkaldic‍ League the following year by leading Protestant nobles s‌uch as​ John of Saxony, Philip of Hesse, a‌nd George, Margrave of Brandenburg-Ansbach.",0,0,1,True,27.197157621383667,10
"Paul Revere was descended from Huguenot refugees, as was Henry Laurens, who signed the Articles of Confederation for South Carolina; Jack Jouett, who made the ride from Cuckoo Tavern to warn Thomas Jefferson and others that Tarleton and his men were on their way to arrest him for crimes against the king; Francis Marion, and a number of other leaders of the American Revolution and later statesmen.","P‌aul Revere was d‌escended from Huguenot refugees, as was He​nry Laurens,‌ who s​igned the Arti‍cles of Confederation for South Carolina; Jack Jouett, who made the ride from ‌Cucko‌o Tavern to warn Thomas Jefferson and others that Tarleton and ‍his men were on their way to arrest him for crimes against the king; Francis M‍arion, and a number of other leaders of the American Revolution and later statesmen.",0,0,0,False,27.21405601501465,10
Tesla was the fourth of five children.,Tes​la was the ‌four‍t‌h o​f f​‍iv‍e‌ ch‌ildren.,1,1,0,True,24.882683753967285,10
"In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.","In the early 1950s, st​udent​ ap​plic​ations declined as‌ ‌a re​s​ult of increasing crime and po‍verty in the H​yde Park neighborhood.",0,0,1,True,26.454997062683105,10
"The symptoms of inflammation are redness, swelling, heat, and pain, which are caused by increased blood flow into tissue.","The sym‍p‍toms of in​flammati​on are r​edness‍, swelling, heat, and pain, which ar‌‌e caused b‍y increa‌sed blood flow into tissue.",0,0,1,True,25.399216890335083,10
"In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.","I​n Commission ‌v Austria the Court held tha‌t A​ustria was not​ ent​itled to restrict places in Austrian univer​sities to Austrian students to avoid ""structural, staffing ​and​ financial problems"" if (mainly German) foreign‍ students applied for places because there was little evidence of an actual problem.",0,0,1,True,25.06950068473816,10
