original,perturbed,True,Pred_original,Pred_perturbed,success,time,n_positions
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","‎‎‎‎‎the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",0,0,0,False,10.30797004699707,5
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,‎‎‎‎‎it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,1,1,1,False,6.831226110458374,5
"it 's a cookie-cutter movie , a cut-and-paste job . ","‎‎‎‎‎it 's a cookie-cutter movie , a cut-and-paste job . ",0,0,0,False,1.3497142791748047,5
i had to look away - this was god awful . ,‎‎‎‎‎i had to look away - this was god awful . ,0,0,0,False,0.9296815395355225,5
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","‎‎‎‎‎thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1,1,1,False,9.065744400024414,5
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","‎‎‎‎‎... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,0,0,False,8.147423028945923,5
"a gorgeous , witty , seductive movie . ","‎‎‎‎‎a gorgeous , witty , seductive movie . ",1,1,1,False,0.8193848133087158,5
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","‎‎‎‎‎if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,0,0,False,9.694173812866211,5
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","‎‎‎‎‎it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0,0,0,False,3.6088438034057617,5
a sequence of ridiculous shoot - 'em - up scenes . ,‎‎‎‎‎a sequence of ridiculous shoot - 'em - up scenes . ,0,0,0,False,1.3542568683624268,5
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","‎‎‎‎‎the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,1,1,False,10.522504568099976,5
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","‎‎‎‎‎( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0,0,0,False,9.633870840072632,5
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","‎‎‎‎‎as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",1,1,1,False,6.511598825454712,5
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","‎‎‎‎‎escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,1,1,False,3.904310941696167,5
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","‎‎‎‎‎there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1,1,1,False,5.172513008117676,5
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","‎‎‎‎‎this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,1,False,8.729633092880249,5
the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,‎‎‎‎‎the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,1,1,1,False,4.788712024688721,5
holm ... embodies the character with an effortlessly regal charisma . ,‎‎‎‎‎holm ... embodies the character with an effortlessly regal charisma . ,1,1,1,False,2.2560369968414307,5
"the title not only describes its main characters , but the lazy people behind the camera as well . ","‎‎‎‎‎the title not only describes its main characters , but the lazy people behind the camera as well . ",0,0,0,False,4.357684135437012,5
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,‎‎‎‎‎it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,0,False,4.130193471908569,5
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,‎‎‎‎‎a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0,0,0,False,4.96164608001709,5
a subtle and well-crafted ( for the most part ) chiller . ,‎‎‎‎‎a subtle and well-crafted ( for the most part ) chiller . ,1,1,1,False,1.6455156803131104,5
has a lot of the virtues of eastwood at his best . ,‎‎‎‎‎has a lot of the virtues of eastwood at his best . ,1,1,1,False,1.3074686527252197,5
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,‎‎‎‎‎it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,0,0,False,3.957505941390991,5
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","‎‎‎‎‎it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,0,0,False,14.188279628753662,5
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","‎‎‎‎‎for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,1,1,False,5.568795680999756,5
"mr. tsai is a very original artist in his medium , and what time is it there ? ","‎mr. tsai is a very original artist in his medium , and what time is it there ? ",1,1,0,True,0.5065257549285889,1
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,‎‎‎‎‎sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1,1,1,False,3.3156373500823975,5
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,‎‎‎‎‎so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,0,False,6.6610918045043945,5
"a tender , heartfelt family drama . ","‎‎‎‎‎a tender , heartfelt family drama . ",1,1,1,False,0.7192471027374268,5
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,‎‎‎‎‎... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,0,False,6.4281816482543945,5
the cold turkey would 've been a far better title . ,‎‎‎‎‎the cold turkey would 've been a far better title . ,0,0,0,False,1.337061882019043,5
manages to be both repulsively sadistic and mundane . ,‎‎‎‎‎manages to be both repulsively sadistic and mundane . ,0,0,0,False,1.436417579650879,5
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","‎‎‎‎‎it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,0,False,13.191705465316772,5
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","‎‎‎‎‎this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,1,1,False,4.400532484054565,5
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","‎‎‎‎‎schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,0,False,9.731065273284912,5
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,‎‎‎‎‎the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,1,False,4.657793283462524,5
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","‎‎‎‎‎on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,1,1,False,7.135998010635376,5
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","‎the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,0,1,True,0.6618847846984863,1
you wonder why enough was n't just a music video rather than a full-length movie . ,‎‎‎‎‎you wonder why enough was n't just a music video rather than a full-length movie . ,0,0,0,False,3.1045291423797607,5
"if you 're hard up for raunchy college humor , this is your ticket right here . ","‎‎‎‎‎if you 're hard up for raunchy college humor , this is your ticket right here . ",1,1,1,False,2.884838581085205,5
"a fast , funny , highly enjoyable movie . ","‎‎‎‎‎a fast , funny , highly enjoyable movie . ",1,1,1,False,0.9278850555419922,5
good old-fashioned slash-and-hack is back ! ,‎‎‎‎‎good old-fashioned slash-and-hack is back ! ,1,1,1,False,1.0029337406158447,5
"this one is definitely one to skip , even for horror movie fanatics . ","‎‎‎‎‎this one is definitely one to skip , even for horror movie fanatics . ",0,0,0,False,2.259465456008911,5
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","‎‎‎‎for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,0,1,True,8.564925909042358,4
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","‎‎‎‎‎exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,1,1,False,11.179683208465576,5
uses high comedy to evoke surprising poignance . ,‎‎‎‎‎uses high comedy to evoke surprising poignance . ,1,1,1,False,1.1961817741394043,5
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","‎‎‎‎‎one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,1,1,False,5.662222862243652,5
a string of rehashed sight gags based in insipid vulgarity . ,‎‎‎‎‎a string of rehashed sight gags based in insipid vulgarity . ,0,0,0,False,1.7720181941986084,5
among the year 's most intriguing explorations of alientation . ,‎‎‎‎‎among the year 's most intriguing explorations of alientation . ,1,1,1,False,1.9139049053192139,5
the movie fails to live up to the sum of its parts . ,‎‎‎‎‎the movie fails to live up to the sum of its parts . ,0,0,0,False,1.3657631874084473,5
the son 's room is a triumph of gentility that earns its moments of pathos . ,‎‎‎‎‎the son 's room is a triumph of gentility that earns its moments of pathos . ,1,1,1,False,2.6704273223876953,5
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","‎‎‎‎‎there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,1,False,10.96140170097351,5
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,‎‎‎‎‎this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,0,False,21.118272304534912,5
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,‎‎‎‎‎the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,1,1,False,2.7862095832824707,5
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","‎‎‎‎‎green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,0,0,False,4.891344308853149,5
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,‎‎‎‎‎it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,0,False,3.8362855911254883,5
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","‎‎‎‎‎though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,1,False,6.473135471343994,5
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","‎‎‎‎‎the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,1,1,False,6.181428670883179,5
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,‎‎‎‎‎the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,1,False,5.118191957473755,5
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","‎‎‎‎‎the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,0,0,False,5.322529315948486,5
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,‎‎‎‎‎jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,1,0,True,4.019630193710327,5
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,‎‎‎‎‎fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,1,False,8.2812819480896,5
"we know the plot 's a little crazy , but it held my interest from start to finish . ","‎‎‎‎‎we know the plot 's a little crazy , but it held my interest from start to finish . ",1,1,1,False,3.1402294635772705,5
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","‎‎‎‎‎it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,1,1,False,2.4464468955993652,5
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","‎‎‎‎‎hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,1,False,5.553011894226074,5
"you wo n't like roger , but you will quickly recognize him . ",,0,1,-1,False,-1.0,-1
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,,1,0,-1,False,-1.0,-1
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","‎‎‎‎‎byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,1,1,False,7.423259735107422,5
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,,0,1,-1,False,-1.0,-1
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","‎‎‎‎‎it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,0,0,False,9.221203565597534,5
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","‎‎‎‎‎no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,1,1,False,7.177119493484497,5
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","‎‎‎‎‎on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,0,False,5.983342170715332,5
why make a documentary about these marginal historical figures ? ,‎‎‎‎‎why make a documentary about these marginal historical figures ? ,0,0,0,False,1.9674031734466553,5
